Label,Model assigned score
"Binder, training set",2.222206
"Binder, training set",1.9759332
"Nonbinder, training set",-2.8185892
"Nonbinder, training set",-2.6403937
"Nonbinder, training set",-3.5028749
"Binder, training set",0.8503561
"Nonbinder, training set",-1.4371648
"Nonbinder, training set",-2.2188296
"Binder, training set",1.6877059
"Nonbinder, training set",0.19250917
"Nonbinder, training set",-2.9523783
"Nonbinder, training set",1.1409519
"Nonbinder, training set",-2.437677
"Nonbinder, training set",-3.3735409
"Nonbinder, training set",-1.8549258
"Nonbinder, training set",-2.6430955
"Nonbinder, training set",-0.48519605
"Nonbinder, training set",2.2432113
"Nonbinder, training set",-1.4433881
"Nonbinder, training set",-2.8315496
"Nonbinder, training set",-2.508915
"Nonbinder, training set",1.8929192
"Nonbinder, training set",-0.23869783
"Nonbinder, training set",-1.2284209
"Nonbinder, training set",-2.962811
"Nonbinder, training set",-2.8349848
"Nonbinder, training set",-2.6909723
"Nonbinder, training set",2.9156857
"Nonbinder, training set",-1.5590317
"Nonbinder, training set",-0.77892894
"Nonbinder, training set",-1.3459679
"Nonbinder, training set",-3.2212868
"Nonbinder, training set",-1.7710805
"Binder, training set",1.0255908
"Nonbinder, training set",2.6579952
"Nonbinder, training set",-2.7849388
"Nonbinder, training set",-2.8567247
"Binder, training set",0.337287
"Nonbinder, training set",-1.3900094
"Nonbinder, training set",-0.17267108
"Nonbinder, training set",-2.8828025
"Nonbinder, training set",-2.50732
"Nonbinder, training set",2.5579967
"Nonbinder, training set",-1.2593284
"Nonbinder, training set",0.8968191
"Nonbinder, training set",-1.8916734
"Binder, training set",0.97283995
"Nonbinder, training set",-2.5125637
"Binder, training set",0.9042982
"Nonbinder, training set",-2.0177011
"Nonbinder, training set",-1.9282058
"Nonbinder, training set",0.2046848
"Nonbinder, training set",-2.3822217
"Binder, training set",2.7515717
"Nonbinder, training set",-0.5806068
"Nonbinder, training set",-1.123636
"Binder, training set",1.4104788
"Binder, training set",2.3651323
"Nonbinder, training set",-0.9698002
"Binder, training set",1.5301727
"Binder, training set",-0.60148656
"Nonbinder, training set",-2.6202621
"Binder, training set",2.2860255
"Nonbinder, training set",-2.4827144
"Nonbinder, training set",-3.201748
"Nonbinder, training set",0.6097698
"Nonbinder, training set",-2.3150654
"Nonbinder, training set",-2.8138247
"Nonbinder, training set",-2.4925008
"Nonbinder, training set",-2.6152744
"Nonbinder, training set",-2.615563
"Binder, training set",0.78024733
"Binder, training set",0.8239149
"Nonbinder, training set",-2.678288
"Binder, training set",-0.17177016
"Binder, training set",1.1734551
"Nonbinder, training set",-2.7164536
"Nonbinder, training set",-2.1167738
"Binder, training set",2.0659003
"Binder, training set",1.5855349
"Binder, training set",2.8891664
"Nonbinder, training set",1.2275058
"Binder, training set",-0.9634256
"Nonbinder, training set",-2.7448177
"Nonbinder, training set",-2.9256315
"Nonbinder, training set",-1.7993155
"Nonbinder, training set",-2.2910504
"Nonbinder, training set",0.75921094
"Nonbinder, training set",-1.3971897
"Nonbinder, training set",-2.8686724
"Nonbinder, training set",2.0346365
"Nonbinder, training set",-2.1021569
"Binder, training set",1.645578
"Nonbinder, training set",-3.4381418
"Nonbinder, training set",-2.733646
"Binder, training set",1.9123992
"Nonbinder, training set",-2.7486005
"Nonbinder, training set",-2.372098
"Nonbinder, training set",-0.4045093
"Nonbinder, training set",1.5236999
"Nonbinder, training set",-1.4586083
"Binder, training set",0.519976
"Nonbinder, training set",-0.81496376
"Nonbinder, training set",-2.4062757
"Nonbinder, training set",-1.399761
"Nonbinder, training set",-3.2410002
"Nonbinder, training set",-2.91641
"Nonbinder, training set",-0.94220567
"Binder, training set",3.8135352
"Nonbinder, training set",-0.07102141
"Nonbinder, training set",-3.0920086
"Nonbinder, training set",0.15541905
"Nonbinder, training set",-1.0549098
"Nonbinder, training set",-0.9243185
"Nonbinder, training set",-2.8067799
"Binder, training set",1.2882677
"Nonbinder, training set",-1.1007507
"Nonbinder, training set",-1.7653011
"Nonbinder, training set",0.13596445
"Binder, training set",1.2299341
"Nonbinder, training set",0.34425867
"Binder, training set",0.7417464
"Binder, training set",2.7798781
"Binder, training set",0.64652836
"Binder, training set",0.30794883
"Nonbinder, training set",-3.1926603
"Nonbinder, training set",-2.2061694
"Binder, training set",2.6813893
"Nonbinder, training set",0.135723
"Nonbinder, training set",2.176725
"Binder, training set",0.017460108
"Nonbinder, training set",-1.6329123
"Binder, training set",4.0800095
"Binder, training set",1.6724256
"Binder, training set",2.5862546
"Binder, training set",0.95401657
"Nonbinder, training set",-0.22819638
"Nonbinder, training set",-1.9111078
"Binder, training set",1.6852888
"Nonbinder, training set",-2.8943248
"Nonbinder, training set",-1.5940999
"Nonbinder, training set",-1.5146077
"Nonbinder, training set",-2.6038542
"Nonbinder, training set",-0.12941253
"Binder, training set",-1.7852263
"Binder, training set",2.4219513
"Nonbinder, training set",-2.1001892
"Nonbinder, training set",-2.3729436
"Nonbinder, training set",-1.733847
"Nonbinder, training set",-2.6041598
"Nonbinder, training set",2.160901
"Nonbinder, training set",-0.81907463
"Nonbinder, training set",-3.0990267
"Nonbinder, training set",-0.30782515
"Nonbinder, training set",-2.9060268
"Nonbinder, training set",1.4907783
"Nonbinder, training set",-2.9274554
"Nonbinder, training set",-0.43759996
"Nonbinder, training set",-3.0311375
"Nonbinder, training set",-1.4221321
"Nonbinder, training set",-0.5960898
"Nonbinder, training set",-2.2552009
"Nonbinder, training set",-0.63934255
"Nonbinder, training set",-3.2781982
"Nonbinder, training set",-2.69634
"Nonbinder, training set",-1.2015994
"Nonbinder, training set",-1.3710842
"Nonbinder, training set",1.2031915
"Binder, training set",2.9760728
"Binder, training set",-0.05230218
"Nonbinder, training set",-2.359982
"Binder, training set",2.1710548
"Nonbinder, training set",-2.397962
"Nonbinder, training set",-2.7939763
"Nonbinder, training set",-2.9181194
"Binder, training set",3.8982105
"Nonbinder, training set",-2.4605484
"Nonbinder, training set",-2.866888
"Nonbinder, training set",-2.521675
"Nonbinder, training set",1.2765723
"Binder, training set",1.0134652
"Nonbinder, training set",-2.9222102
"Binder, training set",1.8315939
"Nonbinder, training set",-0.9646164
"Nonbinder, training set",-1.9050108
"Nonbinder, training set",-2.837009
"Binder, training set",1.1947057
"Nonbinder, training set",-3.0961943
"Nonbinder, training set",-1.2277503
"Nonbinder, training set",-1.9481744
"Nonbinder, training set",0.58485353
"Nonbinder, training set",-0.86582196
"Nonbinder, training set",0.73505163
"Nonbinder, training set",-2.5088544
"Nonbinder, training set",-2.674203
"Nonbinder, training set",-1.4183866
"Nonbinder, training set",0.4016909
"Binder, training set",1.3619574
"Binder, training set",1.5488766
"Binder, training set",-0.6861488
"Nonbinder, training set",0.33989334
"Binder, training set",0.68124974
"Binder, training set",2.324552
"Nonbinder, training set",-2.58108
"Nonbinder, training set",-3.0722837
"Nonbinder, training set",0.3976224
"Nonbinder, training set",0.72559714
"Nonbinder, training set",-3.8045216
"Nonbinder, training set",-2.6676378
"Nonbinder, training set",-4.209213
"Binder, training set",2.5794215
"Nonbinder, training set",-0.62115604
"Nonbinder, training set",-2.918984
"Nonbinder, training set",-2.3962736
"Binder, training set",2.3595767
"Binder, training set",2.1196713
"Nonbinder, training set",-2.780108
"Binder, training set",0.80117834
"Binder, training set",2.680934
"Nonbinder, training set",0.9543985
"Nonbinder, training set",1.8969549
"Nonbinder, training set",-1.7320544
"Nonbinder, training set",-2.3234696
"Binder, training set",1.274546
"Nonbinder, training set",1.5322338
"Nonbinder, training set",-3.270506
"Binder, training set",0.17053068
"Nonbinder, training set",-3.0657554
"Nonbinder, training set",1.2767824
"Nonbinder, training set",2.949131
"Nonbinder, training set",-3.102685
"Binder, training set",1.2751373
"Nonbinder, training set",-1.6266236
"Binder, training set",0.28553402
"Nonbinder, training set",-2.054091
"Nonbinder, training set",-0.5297722
"Nonbinder, training set",-3.1172657
"Nonbinder, training set",1.4443282
"Nonbinder, training set",-3.0180979
"Nonbinder, training set",0.04032755
"Nonbinder, training set",-2.164045
"Nonbinder, training set",-2.6357737
"Nonbinder, training set",-2.3627427
"Nonbinder, training set",-2.0261712
"Nonbinder, training set",1.3330166
"Nonbinder, training set",-0.32226157
"Nonbinder, training set",-1.5674171
"Nonbinder, training set",-2.9866834
"Binder, training set",-0.6854712
"Binder, training set",2.052185
"Binder, training set",1.9751457
"Binder, training set",1.5122789
"Nonbinder, training set",-2.451865
"Binder, training set",1.2800782
"Nonbinder, training set",-0.95721275
"Nonbinder, training set",-3.0320086
"Nonbinder, training set",-1.4303973
"Nonbinder, training set",0.23490942
"Nonbinder, training set",-1.9846653
"Nonbinder, training set",-2.029152
"Nonbinder, training set",-1.8695658
"Binder, training set",2.149303
"Binder, training set",2.4101667
"Nonbinder, training set",-3.6515584
"Binder, training set",1.9916404
"Binder, training set",1.732093
"Nonbinder, training set",-2.2066517
"Nonbinder, training set",-2.3799427
"Nonbinder, training set",-0.81708276
"Binder, training set",2.4575067
"Binder, training set",0.98739696
"Nonbinder, training set",1.8855392
"Binder, training set",3.3767648
"Nonbinder, training set",-2.4152427
"Nonbinder, training set",-2.4512358
"Nonbinder, training set",-3.2595687
"Binder, training set",2.3620038
"Binder, training set",2.5615506
"Nonbinder, training set",-2.1409192
"Nonbinder, training set",0.54741776
"Nonbinder, training set",-1.9954126
"Nonbinder, training set",0.52344
"Nonbinder, training set",-2.4600391
"Nonbinder, training set",0.11613029
"Nonbinder, training set",-3.0272627
"Nonbinder, training set",-1.2128584
"Nonbinder, training set",-3.357729
"Nonbinder, training set",-1.1004009
"Nonbinder, training set",-2.2976766
"Nonbinder, training set",-0.28626907
"Nonbinder, training set",0.8081068
"Binder, training set",2.2165632
"Nonbinder, training set",-2.6960044
"Binder, training set",1.2673527
"Nonbinder, training set",-2.563706
"Nonbinder, training set",-3.1050606
"Nonbinder, training set",-2.7678108
"Nonbinder, training set",-2.3125606
"Nonbinder, training set",0.061149478
"Nonbinder, training set",-1.5110419
"Nonbinder, training set",-2.0888243
"Nonbinder, training set",-2.7092805
"Nonbinder, training set",-2.8512306
"Nonbinder, training set",-1.4379519
"Nonbinder, training set",0.5906609
"Binder, training set",2.329904
"Nonbinder, training set",-0.40240252
"Binder, training set",2.3801613
"Nonbinder, training set",-1.9578443
"Nonbinder, training set",-2.832798
"Binder, training set",2.3254857
"Nonbinder, training set",-2.9088173
"Nonbinder, training set",-3.2542887
"Nonbinder, training set",-2.3857968
"Nonbinder, training set",0.5304545
"Nonbinder, training set",-1.1025858
"Nonbinder, training set",-2.4378839
"Nonbinder, training set",-3.0401087
"Nonbinder, training set",-0.22661453
"Nonbinder, training set",-2.0187316
"Nonbinder, training set",-0.05527568
"Nonbinder, training set",-2.4906611
"Nonbinder, training set",1.2751105
"Nonbinder, training set",-1.5860512
"Binder, training set",2.1199598
"Binder, training set",-1.0792534
"Nonbinder, training set",-1.4629441
"Nonbinder, training set",-3.507183
"Binder, training set",1.4205858
"Nonbinder, training set",-1.7682064
"Binder, training set",1.040848
"Binder, training set",3.3503265
"Nonbinder, training set",-0.29873696
"Binder, training set",2.42207
"Binder, training set",-2.6386433
"Nonbinder, training set",-2.1183405
"Nonbinder, training set",-2.5935435
"Nonbinder, training set",1.8037645
"Nonbinder, training set",-2.5204887
"Binder, training set",2.597424
"Nonbinder, training set",1.4931778
"Nonbinder, training set",-1.624496
"Nonbinder, training set",1.4896976
"Nonbinder, training set",-2.0871034
"Nonbinder, training set",-0.9448876
"Nonbinder, training set",0.28502965
"Nonbinder, training set",-1.324136
"Nonbinder, training set",0.4894154
"Binder, training set",1.262408
"Nonbinder, training set",-2.1309543
"Nonbinder, training set",-0.93023074
"Nonbinder, training set",-2.6189766
"Binder, training set",0.5455525
"Nonbinder, training set",-2.4039507
"Nonbinder, training set",-0.5940568
"Binder, training set",1.0499856
"Nonbinder, training set",-0.21828884
"Binder, training set",0.98544836
"Binder, training set",-2.4305649
"Nonbinder, training set",-3.2447567
"Nonbinder, training set",-1.0550411
"Binder, training set",-0.5991253
"Nonbinder, training set",1.4436017
"Binder, training set",0.75162745
"Nonbinder, training set",0.9175055
"Nonbinder, training set",-1.6362469
"Nonbinder, training set",-1.9210113
"Nonbinder, training set",-0.751554
"Nonbinder, training set",-3.4536004
"Nonbinder, training set",-3.0739918
"Binder, training set",-1.26847
"Binder, training set",1.7483805
"Nonbinder, training set",1.3215925
"Nonbinder, training set",-1.5322517
"Nonbinder, training set",-1.0919533
"Nonbinder, training set",-2.1719599
"Binder, training set",-0.8763186
"Nonbinder, training set",0.8991289
"Nonbinder, training set",0.10411334
"Nonbinder, training set",-3.1036491
"Nonbinder, training set",-0.0561409
"Nonbinder, training set",-1.8670545
"Nonbinder, training set",-2.3869727
"Nonbinder, training set",-3.0672846
"Binder, training set",-0.9994844
"Binder, training set",1.6641504
"Nonbinder, training set",-2.749651
"Nonbinder, training set",-2.1752641
"Binder, training set",1.3198177
"Nonbinder, training set",-3.4123197
"Nonbinder, training set",-3.2166967
"Binder, training set",0.9675311
"Nonbinder, training set",-1.8662528
"Nonbinder, training set",-2.8127432
"Binder, training set",0.9929906
"Nonbinder, training set",-2.7887697
"Nonbinder, training set",-0.95668495
"Nonbinder, training set",-2.2480502
"Binder, training set",3.5130854
"Nonbinder, training set",-2.554833
"Nonbinder, training set",0.5780561
"Nonbinder, training set",-2.9597836
"Nonbinder, training set",-3.185811
"Binder, training set",1.2526914
"Nonbinder, training set",0.99809563
"Nonbinder, training set",-2.978269
"Nonbinder, training set",-1.5176492
"Nonbinder, training set",-1.6275898
"Nonbinder, training set",-1.059025
"Binder, training set",1.8731891
"Binder, training set",2.748856
"Nonbinder, training set",-1.9572923
"Binder, training set",1.4741007
"Binder, training set",1.9444605
"Nonbinder, training set",-1.7515798
"Binder, training set",0.9241129
"Nonbinder, training set",-0.6479713
"Nonbinder, training set",-2.742311
"Binder, training set",-2.9702878
"Nonbinder, training set",-2.5823464
"Nonbinder, training set",-0.7872945
"Nonbinder, training set",-2.4470916
